trip_duration,distance_traveled,num_of_passengers,fare,tip,miscellaneous_fees,total_fare,surge_applied
899,4.6,1,12.19,1.04,1.2,14.43,0
1640,5.62,1,18.53,6.63,3.42,28.58,1
720,3.32,1,9.26,0.0,1.76,11.02,0
1240,6.65,1,16.58,0.0,1.28,17.86,0
694,3.54,1,10.24,0.0,3.95,14.19,1
835,3.01,1,10.72,2.86,0.8,14.38,0
707,6.24,5,13.65,3.77,1.22,18.64,0
572,2.66,1,7.31,0.0,0.78,8.09,0
599,2.29,1,7.8,0.0,3.46,11.26,1
822,4.81,1,11.7,0.0,0.78,12.48,0
892,2.67,1,10.24,0.0,0.78,11.02,0
1223,7.08,1,14.62,1.95,3.46,20.03,1
613,5.62,1,11.21,0.0,3.46,14.67,1
299,1.54,1,5.36,1.04,1.69,8.09,0
179,0.97,1,4.39,1.56,0.77,6.72,0
514,2.57,1,7.8,1.95,1.72,11.47,0
929,8.64,1,17.06,4.16,3.41,24.63,1
1052,4.18,1,12.68,2.86,4.5,20.04,1
431,1.82,1,6.82,0.0,1.76,8.58,0
462,2.7,1,7.31,2.08,1.33,10.72,0
281,1.29,1,4.88,1.17,1.33,7.38,0
1073,6.32,1,14.62,0.0,0.29,14.91,0
1404,12.25,1,24.38,2.86,4.01,31.25,1
178,0.92,1,4.39,1.17,1.81,7.37,0
504,1.93,1,6.82,1.95,0.73,9.5,0
388,2.32,1,6.82,2.08,3.44,12.34,1
560,3.32,1,9.26,4.16,4.39,17.81,1
685,9.67,1,17.06,3.64,1.29,21.99,0
1752,9.7,1,23.4,2.86,4.5,30.76,1
676,2.77,1,8.78,0.0,4.44,13.22,1
560,2.29,1,7.31,2.34,4.45,14.1,1
213,1.03,1,4.39,0.0,0.78,5.17,0
747,4.09,1,10.72,1.04,3.4,15.16,1
486,2.4,1,7.31,2.47,0.74,10.52,0
1303,9.64,1,19.5,4.03,0.81,24.34,0
1320,5.79,1,16.58,0.0,1.27,17.85,0
706,2.9,1,8.78,2.47,3.43,14.68,1
158,0.98,1,3.9,0.0,3.95,7.85,1
317,1.22,1,5.36,0.0,1.76,7.12,0
578,2.19,1,7.8,0.0,0.78,8.58,0
309,1.01,1,4.88,1.69,3.44,10.01,1
507,2.17,3,7.31,0.0,0.78,8.09,0
1891,5.39,1,18.53,5.46,3.5,27.49,1
716,3.27,1,9.75,2.73,1.29,13.77,0
1248,4.99,2,15.11,5.85,4.46,25.42,1
616,3.81,1,10.24,1.95,3.95,16.14,1
1319,4.83,2,15.6,0.0,3.46,19.06,1
459,2.19,1,6.82,2.08,3.44,12.34,1
336,1.45,1,5.36,1.43,1.75,8.54,0
416,3.3,1,8.29,0.0,1.76,10.05,0
664,2.19,1,8.29,0.0,0.78,9.07,0
857,3.23,1,10.72,0.0,0.78,11.5,0
30,0.32,1,2.92,0.0,1.76,4.68,0
1244,4.65,1,14.14,5.59,4.42,24.15,1
408,1.75,1,6.34,0.0,3.46,9.8,1
386,2.03,1,6.34,0.0,0.78,7.12,0
530,1.82,1,7.31,0.0,1.76,9.07,0
1290,8.37,1,17.06,2.86,4.5,24.42,1
361,1.22,4,5.85,1.3,0.81,7.96,0
458,1.56,1,6.34,0.0,0.78,7.12,0
521,2.67,1,7.8,3.51,3.97,15.28,1
561,2.53,1,7.8,0.26,0.72,8.78,0
476,2.14,1,6.82,0.0,1.76,8.58,0
520,1.93,1,7.8,1.69,0.8,10.29,0
246,1.08,1,4.39,1.04,0.77,6.2,0
442,1.54,1,6.34,0.0,0.78,7.12,0
734,6.31,1,13.16,3.77,1.71,18.64,0
942,4.51,1,11.7,3.77,0.75,16.22,0
1351,7.45,1,17.06,0.0,0.78,17.84,0
1028,4.67,1,13.16,0.0,0.78,13.94,0
383,1.67,1,6.34,1.04,1.2,8.58,0
891,3.48,1,11.21,2.34,0.84,14.39,0
685,2.83,1,9.26,0.0,0.78,10.04,0
1292,7.1,1,24.38,4.94,0.29,29.61,0
914,3.89,1,11.21,2.86,4.5,18.57,1
1271,6.28,1,16.09,3.9,3.47,23.46,1
2004,22.29,1,39.0,7.8,3.95,50.75,1
329,0.82,1,4.88,0.0,0.78,5.66,0
1416,11.81,1,24.86,0.0,3.46,28.32,1
254,0.85,2,4.39,0.0,1.76,6.15,0
1355,8.21,1,18.53,0.0,3.95,22.48,1
778,3.6,1,10.24,1.04,4.37,15.65,1
1054,6.44,1,14.62,0.0,0.78,15.4,0
649,3.25,1,9.75,2.47,0.34,12.56,0
667,2.93,1,8.78,1.69,0.81,11.28,0
661,2.03,1,8.29,1.95,1.81,12.05,0
371,2.61,1,7.31,0.0,0.78,8.09,0
627,2.7,1,8.29,0.0,0.78,9.07,0
1107,4.15,1,13.16,4.94,3.51,21.61,1
1077,3.93,1,12.68,0.0,1.76,14.44,0
3550,11.75,1,39.0,0.0,1.76,40.76,0
1177,4.25,5,13.65,3.38,3.5,20.53,1
1433,5.55,1,16.09,0.0,3.46,19.55,1
1138,8.05,1,16.58,0.0,3.46,20.04,1
180,0.64,1,3.9,2.21,3.44,9.55,1
280,1.35,1,4.88,1.17,0.74,6.79,0
178,0.77,1,3.9,1.95,0.78,6.63,0
612,3.44,1,9.26,0.0,3.95,13.21,1
894,4.07,1,11.7,0.0,1.76,13.46,0
425,2.0,1,6.34,0.0,1.27,7.61,0
735,2.33,1,9.26,0.0,3.46,12.72,1
445,1.77,3,6.34,0.0,4.44,10.78,1
1163,4.89,1,14.14,2.99,0.77,17.9,0
965,0.9,1,10.72,1.04,3.4,15.16,1
954,15.43,1,26.81,7.02,1.27,35.1,0
1944,12.39,1,26.32,4.94,3.4,34.66,1
2299,12.54,1,27.79,7.8,3.47,39.06,1
1025,4.1,1,12.68,3.25,3.44,19.37,1
450,3.25,6,8.78,0.0,1.27,10.05,0
434,1.67,1,6.34,0.0,0.78,7.12,0
324,1.61,1,5.85,0.0,1.76,7.61,0
2016,5.31,2,20.96,2.86,3.53,27.35,1
1083,7.03,1,16.09,3.51,1.23,20.83,0
64,0.24,1,2.92,0.0,0.78,3.7,0
840,4.44,1,11.7,1.04,0.72,13.46,0
433,1.98,1,6.82,1.04,0.72,8.58,0
1847,9.66,2,22.91,0.0,1.76,24.67,0
329,0.82,1,4.39,0.0,1.27,5.66,0
271,0.6,1,4.88,0.0,0.78,5.66,0
1928,15.66,1,29.74,2.86,0.84,33.44,0
3503,13.94,1,40.95,0.0,1.76,42.71,0
550,2.08,1,7.8,0.0,0.78,8.58,0
603,3.22,1,8.78,2.99,1.25,13.02,0
462,2.11,1,6.82,2.21,3.89,12.92,1
892,6.41,1,13.16,0.0,1.27,14.43,0
524,1.42,1,6.82,1.04,0.72,8.58,0
1601,7.72,1,19.5,4.94,3.4,27.84,1
684,5.46,1,12.19,3.38,1.25,16.82,0
221,1.22,1,4.39,1.04,0.77,6.2,0
465,1.95,1,6.82,0.0,0.78,7.6,0
1373,8.87,5,20.96,4.94,3.4,29.3,1
461,1.37,1,6.34,0.0,0.78,7.12,0
626,2.99,2,9.75,0.0,0.29,10.04,0
1092,6.81,1,15.6,3.51,1.72,20.83,0
666,1.3,1,7.8,0.0,1.76,9.56,0
308,1.4,1,4.88,0.0,1.76,6.64,0
837,6.95,1,14.62,0.0,0.78,15.4,0
1171,4.88,1,14.14,0.0,0.78,14.92,0
191,0.98,1,3.9,0.0,1.27,5.17,0
550,5.78,1,12.19,2.47,0.75,15.41,0
793,2.25,1,9.75,2.08,0.8,12.63,0
57,0.42,1,29.25,5.85,0.35,35.45,0
405,1.72,1,6.34,0.0,0.78,7.12,0
706,2.56,1,8.78,1.95,0.78,11.51,0
2456,30.03,5,52.16,0.0,3.95,56.11,1
2168,13.37,1,29.74,0.0,3.46,33.2,1
1287,7.84,1,18.53,1.95,0.78,21.26,0
911,7.64,1,15.6,0.0,1.76,17.36,0
388,1.53,1,6.34,0.0,0.78,7.12,0
436,1.56,1,6.34,1.95,1.22,9.51,0
1011,4.67,1,12.68,1.95,4.44,19.07,1
932,4.44,1,11.7,2.73,1.72,16.15,0
712,1.61,1,8.78,2.34,0.83,11.95,0
1078,4.25,1,12.68,0.0,3.46,16.14,1
1046,3.38,1,11.7,0.0,0.78,12.48,0
944,3.62,1,11.7,0.0,1.76,13.46,0
337,1.4,1,5.36,1.56,0.76,7.68,0
789,2.74,1,9.75,0.0,1.76,11.51,0
583,2.29,1,7.8,0.0,4.44,12.24,1
71,0.35,1,2.92,0.0,1.27,4.19,0
575,2.9,1,8.29,2.34,3.47,14.1,1
946,4.67,1,12.19,0.0,0.78,12.97,0
1527,30.74,1,49.24,0.0,9.85,59.09,1
776,5.95,1,13.65,3.12,1.71,18.48,0
892,3.51,1,11.7,2.99,3.5,18.19,1
510,3.46,1,8.78,2.47,1.31,12.56,0
1951,7.07,1,20.96,4.29,0.84,26.09,0
815,3.94,1,11.21,3.12,4.45,18.78,1
211,1.56,1,4.88,1.17,0.74,6.79,0
528,3.14,1,8.78,2.6,3.89,15.27,1
586,1.71,1,7.8,2.08,0.84,10.72,0
928,4.01,1,11.7,0.0,0.78,12.48,0
513,3.01,1,8.29,0.0,0.78,9.07,0
196,1.13,1,4.39,0.78,0.78,5.95,0
964,4.18,2,12.68,0.0,1.76,14.44,0
286,1.93,1,5.85,0.0,1.27,7.12,0
1214,4.09,1,14.14,2.99,0.77,17.9,0
329,1.98,1,6.34,1.82,0.73,8.89,0
79,0.64,2,3.41,0.0,1.76,5.17,0
730,6.39,1,13.16,0.0,1.27,14.43,0
522,2.41,1,7.8,1.04,1.2,10.04,0
312,2.08,1,5.85,0.0,0.78,6.63,0
543,3.04,1,8.78,2.47,3.44,14.69,1
696,3.03,1,9.26,2.99,0.8,13.05,0
583,3.28,1,8.78,0.0,1.76,10.54,0
2408,13.05,1,29.74,4.94,3.5,38.18,1
4,0.16,1,9.75,0.0,0.29,10.04,0
933,5.15,1,12.68,0.0,1.76,14.44,0
632,7.81,1,15.11,3.12,0.84,19.07,0
1212,11.89,1,22.91,6.24,8.11,37.26,0
1080,5.31,1,13.65,0.0,3.95,17.6,1
1202,6.89,1,16.09,0.0,3.95,20.04,1
689,3.89,5,10.24,2.86,1.28,14.38,0
1725,7.32,1,20.48,0.0,1.76,22.24,0
1053,5.47,1,13.65,5.07,3.51,22.23,1
1389,9.04,1,20.48,3.9,3.46,27.84,1
294,1.51,1,5.36,2.08,1.81,9.25,0
725,9.06,1,17.06,6.24,4.01,27.31,1
467,1.72,1,6.82,1.95,0.73,9.5,0
1004,5.42,1,13.65,5.07,3.52,22.24,1
765,2.01,2,8.78,2.08,1.78,12.64,0
656,3.73,1,9.75,0.0,1.27,11.02,0
687,4.33,1,10.24,2.34,1.23,13.81,0
472,1.9,1,6.82,1.56,0.74,9.12,0
632,2.43,1,8.29,2.73,0.77,11.79,0
418,6.12,1,11.7,0.0,1.27,12.97,0
458,0.79,1,5.85,1.69,0.75,8.29,0
692,5.41,1,12.19,2.6,0.77,15.56,0
251,1.06,2,4.39,0.0,0.78,5.17,0
501,1.83,1,6.82,1.95,0.78,9.55,0
538,2.48,1,7.8,1.04,1.2,10.04,0
1090,4.83,4,13.65,5.07,3.51,22.23,1
281,0.84,1,4.88,0.0,1.76,6.64,0
592,2.3,1,8.29,2.99,3.41,14.69,1
1331,7.23,1,17.06,0.0,3.46,20.52,1
2405,14.81,1,33.15,0.0,1.27,34.42,0
1700,4.02,1,17.55,0.0,3.46,21.01,1
1394,6.78,3,17.55,0.0,3.46,21.01,1
877,3.98,1,11.21,0.0,0.78,11.99,0
616,3.64,1,9.26,3.12,3.52,15.9,1
1066,15.03,1,26.81,0.0,4.19,31.0,0
347,1.29,1,5.36,1.43,1.74,8.53,0
335,1.4,1,5.85,0.0,0.78,6.63,0
1330,5.83,1,16.09,4.94,3.41,24.44,1
932,12.04,1,21.94,0.0,0.78,22.72,0
373,1.21,1,5.85,0.0,3.46,9.31,1
748,4.35,1,10.72,2.47,1.78,14.97,0
703,4.83,1,11.21,1.95,3.46,16.62,1
400,2.2,1,6.82,0.0,0.78,7.6,0
603,2.66,1,8.29,0.0,0.78,9.07,0
395,1.21,1,5.85,0.0,1.76,7.61,0
545,2.56,1,7.8,2.21,1.32,11.33,0
759,3.94,1,10.72,0.0,0.78,11.5,0
954,10.96,1,20.48,6.89,7.19,34.56,0
996,10.56,1,20.48,0.0,7.65,28.13,0
383,1.93,1,6.34,1.95,0.78,9.07,0
858,2.9,1,10.24,2.73,3.47,16.44,1
1130,12.92,1,23.89,5.07,1.23,30.19,0
527,2.59,1,8.29,0.0,0.78,9.07,0
2413,5.81,2,23.4,0.0,1.76,25.16,0
545,4.92,1,11.21,2.47,1.29,14.97,0
9,0.02,1,2.44,0.0,1.76,4.2,0
294,1.21,1,4.88,0.0,1.76,6.64,0
366,2.24,6,6.34,0.0,4.44,10.78,1
1816,8.11,1,21.45,4.68,1.72,27.85,0
1246,10.51,1,20.96,0.0,3.95,24.91,1
664,3.22,1,9.26,0.0,0.78,10.04,0
1555,12.6,1,25.84,8.19,1.21,35.24,0
161,1.0,1,3.9,0.0,1.76,5.66,0
651,1.87,2,7.8,2.34,1.8,11.94,0
1437,9.37,1,20.96,5.85,9.85,36.66,1
405,2.01,1,6.34,1.04,0.72,8.1,0
182,0.8,1,3.9,0.0,1.76,5.66,0
2683,17.33,1,37.54,7.67,0.77,45.98,0
1319,3.43,4,14.14,0.0,0.78,14.92,0
109,0.4,1,3.41,0.0,0.78,4.19,0
332,1.59,1,5.85,0.0,0.78,6.63,0
1028,10.46,1,19.5,0.0,0.78,20.28,0
811,4.94,1,12.19,0.0,1.27,13.46,0
632,2.11,2,8.29,0.0,1.76,10.05,0
743,3.83,1,10.24,1.95,3.46,15.65,1
874,4.97,2,12.68,0.0,3.95,16.63,1
841,12.67,1,21.94,5.98,8.18,36.1,0
1167,4.67,1,14.62,1.43,4.47,20.52,1
543,2.59,1,8.29,1.95,0.78,11.02,0
550,3.57,1,8.78,1.56,1.21,11.55,0
528,2.53,2,7.8,1.04,1.2,10.04,0
509,1.48,1,6.82,2.08,3.44,12.34,1
645,6.34,1,13.65,3.51,3.96,21.12,1
849,4.94,1,12.68,2.86,0.84,16.38,0
1532,6.26,1,17.06,4.29,4.45,25.8,1
1671,6.34,1,19.01,0.0,3.46,22.47,1
525,4.3,1,9.75,0.0,3.95,13.7,1
402,2.0,1,6.34,1.56,1.81,9.71,0
1335,5.97,1,15.6,0.0,0.78,16.38,0
1205,11.86,1,21.45,0.0,1.27,22.72,0
571,2.33,1,8.29,2.21,0.83,11.33,0
763,2.72,6,9.26,1.95,0.84,12.05,0
363,2.37,1,6.34,1.95,3.47,11.76,1
31,0.29,1,2.44,0.0,1.27,3.71,0
1195,5.66,1,15.6,0.0,1.27,16.87,0
985,7.47,1,19.5,0.0,0.29,19.79,0
380,1.38,1,5.85,0.0,1.76,7.61,0
694,2.9,1,9.26,0.0,0.78,10.04,0
2091,8.95,1,23.4,5.33,3.5,32.23,1
505,2.98,1,7.8,1.82,1.26,10.88,0
278,1.13,1,4.88,0.0,1.27,6.15,0
1938,8.69,1,22.42,7.8,3.42,33.64,1
672,3.6,1,9.26,2.73,1.77,13.76,0
846,4.83,1,12.19,3.9,3.46,19.55,1
172,0.64,1,3.9,0.0,0.78,4.68,0
339,1.37,1,5.85,1.3,0.81,7.96,0
458,2.82,1,7.8,2.21,3.5,13.51,1
3,0.05,1,19.5,0.0,0.29,19.79,0
1293,12.02,2,22.91,0.0,0.78,23.69,0
550,1.71,1,7.31,0.0,0.78,8.09,0
1737,9.38,1,23.4,5.46,3.96,32.82,1
1415,14.4,1,27.79,0.52,1.72,30.03,0
295,1.61,2,5.85,0.0,0.78,6.63,0
525,2.3,1,6.82,2.08,1.82,10.72,0
761,3.86,1,10.24,0.0,3.46,13.7,1
255,1.09,1,4.88,0.0,0.78,5.66,0
2312,9.17,2,25.84,5.98,4.5,36.32,1
385,1.72,1,6.34,0.0,0.78,7.12,0
284,1.38,1,5.36,0.0,0.78,6.14,0
374,1.29,1,5.85,1.04,3.4,10.29,1
171,0.64,1,3.9,0.0,0.78,4.68,0
1784,6.68,1,19.01,0.0,3.46,22.47,1
569,2.45,1,7.8,1.04,4.37,13.21,1
2544,12.04,1,29.25,0.0,3.46,32.71,1
1272,11.8,1,22.42,5.98,1.82,30.22,0
200,1.08,1,4.39,0.0,0.78,5.17,0
1726,11.04,1,24.38,5.2,4.42,34.0,1
439,1.56,1,6.34,1.95,0.78,9.07,0
1120,5.66,1,15.11,2.86,3.53,21.5,1
2264,6.12,1,22.42,0.0,3.46,25.88,1
309,1.06,1,4.88,0.0,1.76,6.64,0
1082,5.89,1,15.11,0.0,0.78,15.89,0
557,2.49,1,8.29,1.82,0.77,10.88,0
623,3.01,1,8.78,0.0,3.46,12.24,1
348,2.03,1,6.34,2.99,3.42,12.75,1
1440,6.16,1,17.55,6.24,3.52,27.31,1
814,3.75,1,10.72,4.29,3.42,18.43,1
775,3.22,1,9.75,0.0,1.27,11.02,0
2436,7.21,1,26.81,0.0,1.27,28.08,0
240,1.09,2,4.88,0.0,0.78,5.66,0
913,3.54,1,10.72,2.34,1.32,14.38,0
2022,5.6,1,20.48,4.81,3.44,28.73,1
500,1.42,1,6.82,0.0,0.78,7.6,0
1755,13.1,1,25.35,0.0,1.76,27.11,0
1048,4.18,1,12.68,0.0,1.76,14.44,0
425,2.16,1,6.34,1.43,0.77,8.54,0
329,1.29,6,5.36,1.56,0.73,7.65,0
346,1.9,1,5.85,0.0,0.78,6.63,0
1005,3.67,1,12.19,0.0,1.76,13.95,0
309,1.27,1,5.36,0.0,1.27,6.63,0
1323,4.35,1,15.11,0.0,1.76,16.87,0
510,3.54,1,8.29,0.0,0.78,9.07,0
650,4.52,1,10.72,2.86,3.44,17.02,1
699,2.74,1,9.26,2.73,1.76,13.75,0
536,1.96,1,7.31,1.56,0.84,9.71,0
2285,11.43,1,28.28,1.95,3.46,33.69,1
410,1.48,1,5.85,0.0,0.78,6.63,0
1372,6.45,1,16.58,0.0,0.29,16.87,0
566,1.45,1,7.31,0.0,0.78,8.09,0
425,1.59,1,6.34,0.0,0.78,7.12,0
1236,9.67,1,19.99,5.46,7.14,32.59,0
1073,8.35,4,17.55,4.16,3.5,25.21,1
90,0.77,1,3.41,0.0,0.78,4.19,0
1007,6.07,1,14.14,0.0,4.44,18.58,1
747,2.61,1,8.78,1.95,0.74,11.47,0
2013,9.17,1,23.4,0.0,0.78,24.18,0
392,1.93,1,6.34,0.0,1.76,8.1,0
672,2.25,1,8.78,0.0,0.78,9.56,0
72,0.34,1,2.92,4.94,0.72,8.58,0
316,0.89,5,5.36,0.0,0.78,6.14,0
1516,7.47,5,18.04,3.9,1.81,23.75,0
456,2.25,1,6.82,1.3,1.74,9.86,0
385,1.56,2,5.85,0.0,1.76,7.61,0
1088,3.99,1,13.16,0.13,0.73,14.02,0
629,2.25,2,7.8,1.69,0.81,10.3,0
724,2.19,6,8.78,1.04,0.72,10.54,0
2607,14.11,1,33.15,9.23,3.99,46.37,1
388,2.11,1,6.34,0.0,3.46,9.8,1
455,1.45,1,6.34,0.0,0.78,7.12,0
473,3.01,1,8.29,0.0,1.27,9.56,0
1416,8.48,1,19.5,0.0,1.76,21.26,0
2498,15.03,1,33.64,0.0,9.85,43.49,1
394,1.54,1,5.85,0.0,0.78,6.63,0
1409,3.88,1,15.11,3.77,3.41,22.29,1
234,0.9,1,4.39,0.0,1.27,5.66,0
257,1.27,1,4.88,1.17,0.74,6.79,0
734,3.03,1,9.75,0.0,3.46,13.21,1
267,1.3,1,4.88,0.0,0.78,5.66,0
674,3.54,1,9.26,1.95,0.84,12.05,0
539,3.01,1,8.29,0.0,1.27,9.56,0
776,3.54,1,10.24,0.0,0.78,11.02,0
37,0.13,2,2.44,0.0,0.78,3.22,0
505,2.09,1,7.31,0.0,0.78,8.09,0
283,1.32,1,5.36,1.43,1.75,8.54,0
881,3.6,1,11.21,2.99,3.41,17.61,1
1053,16.01,1,28.28,7.28,0.76,36.32,0
1069,4.41,1,12.68,4.03,3.47,20.18,1
15,0.03,2,2.44,0.0,1.76,4.2,0
48,0.1,1,2.44,0.0,0.78,3.22,0
407,1.45,1,6.34,1.43,0.77,8.54,0
847,2.9,1,9.75,0.0,0.78,10.53,0
1399,8.14,1,19.01,3.9,4.44,27.35,1
839,8.24,1,16.09,5.85,3.48,25.42,1
643,2.0,1,8.29,2.34,3.47,14.1,1
775,5.57,2,48.75,4.94,2.91,56.6,1
1106,9.33,2,18.04,4.29,3.46,25.79,1
677,2.49,1,8.78,3.12,3.4,15.3,1
1261,5.95,1,15.11,0.0,1.27,16.38,0
1056,5.44,1,14.14,0.0,0.78,14.92,0
1069,5.57,1,13.65,3.64,4.41,21.7,1
601,3.33,1,9.26,2.6,3.41,15.27,1
887,5.23,1,13.16,0.0,0.78,13.94,0
1186,4.01,1,13.65,0.0,4.44,18.09,1
414,2.22,5,6.82,0.0,1.27,8.09,0
852,2.08,1,9.75,0.0,1.76,11.51,0
1046,3.86,1,12.68,0.0,3.46,16.14,1
1468,6.12,1,16.58,0.0,4.44,21.02,1
1275,6.26,6,16.09,5.85,9.85,31.79,1
209,1.35,1,4.39,0.0,0.78,5.17,0
928,4.76,1,11.21,0.0,1.27,12.48,0
1718,12.39,1,26.32,0.0,3.46,29.78,1
763,2.75,1,9.75,0.0,1.76,11.51,0
1446,5.12,1,16.58,0.0,0.78,17.36,0
406,2.41,1,7.31,0.0,0.78,8.09,0
688,2.78,1,8.78,0.0,3.95,12.73,1
727,2.48,1,9.26,0.0,0.78,10.04,0
944,5.38,2,13.16,3.38,3.99,20.53,1
